Name,File,Category,Tags,Multibody,Deprecated,Orphaned,Cost,Mass,Width,Depth,Height,Short Description,Description
Velocity Pivot,multibody_velocity_pivot_a.xml,Mechanics,,TRUE,FALSE,FALSE,25,10,3,3,2,A pivot that will continuously rotate at a set input speed.,"Inputting a value of 0 will cause it to stop. The pivot's current rotation can be read from its output. An output of 1 corresponds to one full turn, and -1 to a full turn in the opposite direction."
Aircraft Propeller,aircraft_propeller.xml,Propulsion,"aeroplane,airplane,basic",FALSE,FALSE,FALSE,125,2,11,11,2,A large propeller that can be used to generate thrust.,The amount of thrust produced is directly linked to how much torque it receives from a connected engine.
Azimuth Thruster,azimuth_thruster.xml,Propulsion,"boat,propeller,basic",FALSE,FALSE,FALSE,150,4,3,4,3,An azimuth thruster for boats.,The thruster can be attached to a robotic pivot to provide steering as well as propulsion. This propeller will only operate underwater.
Giant Propeller,giga_prop_small.xml,Propulsion,"boat,basic",FALSE,FALSE,FALSE,500,100,9,9,3,A giant propeller for ships.,Power received from an engine affects the forward and backward force generated. This propeller will only operate underwater.
Heavy Large Rotor,heavy_rotor_large.xml,Propulsion,"rotor,helicopter,basic",FALSE,TRUE,FALSE,1450,20,37,37,4,A large heavy duty rotor with thrust vectoring.,"Three standard number inputs control the rotor's swashplate, allowing you to affect the pitch, roll, and collective rotor angle. Power received from an engine affects the amount of up and down force that the rotor will generate."
Heavy Rotor,heavy_rotor.xml,Propulsion,"rotor,helicopter,basic",FALSE,TRUE,FALSE,850,10,25,25,4,A heavy duty rotor with thrust vectoring.,"Three standard number inputs control the rotor's swashplate, allowing you to affect the pitch, roll, and collective rotor angle. Power received from an engine affects the amount of up and down force that the rotor will generate."
Huge Rotor,huge_rotor.xml,Propulsion,"rotor,helicopter,basic",FALSE,TRUE,FALSE,250,20,33,33,3,A large helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Large Ducted Fan,fan_large.xml,Propulsion,"rotor,aeroplane,airplane,helicopter,basic",FALSE,FALSE,FALSE,100,10,7,7,1,A large ducted fan used for propulsion.,The amount of force generated by the fan is directly linked to how much torque it receives from a connected engine.
Large Electric Motor,motor_large.xml,Propulsion,basic,FALSE,FALSE,FALSE,5000,400,5,5,5,A large electric motor.,Converts electrical energy into mechanical force.
Large Engine,engine_diesel.xml,Propulsion,basic,FALSE,FALSE,FALSE,3000,400,5,11,8,Large diesel engine that can be connected to powered components.,An on/off signal controls engine startup and throttle signal controls energy output.
Large Pitchable Propeller,propeller_pitch_large.xml,Propulsion,"boat,basic",FALSE,FALSE,FALSE,600,100,19,19,5,A large boat propeller with controllable pitch.,"A standard number input controls the propeller's hub, allowing you to affect its pitch. Power received from an engine affects forward and backward force generated. This propeller will only operate underwater."
Large Propeller,large_propeller.xml,Propulsion,"boat,basic",FALSE,FALSE,FALSE,250,20,5,5,2,A large boat propeller.,Power received from an engine affects the forward and backward force generated. This propeller will only operate underwater.
Large Rotor,large_rotor.xml,Propulsion,"rotor,helicopter,basic",FALSE,TRUE,FALSE,150,10,33,33,3,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Liquid Fuel Rocket,liquid_rocket.xml,Propulsion,,FALSE,FALSE,FALSE,4500,60,5,5,9,A liquid fuel rocket engine.,Fuel with liquid oxygen and hydrogen.
Liquid Fuel Rocket (Large),liquid_rocket_large.xml,Propulsion,,FALSE,FALSE,FALSE,6500,80,7,7,13,A liquid fuel rocket engine.,Fuel with liquid oxygen and hydrogen.
Liquid Fuel Rocket (Small),liquid_rocket_small.xml,Propulsion,,FALSE,FALSE,FALSE,2500,40,3,3,7,A liquid fuel rocket engine.,Fuel with liquid oxygen and hydrogen.
Medium Electric Motor,motor_medium.xml,Propulsion,basic,FALSE,FALSE,FALSE,1500,100,3,3,3,A medium electric motor.,Converts electrical energy into mechanical force.
Medium Engine,aircraft_engine.xml,Propulsion,"aeroplane,airplane,basic",FALSE,FALSE,FALSE,1000,80,3,7,4,Medium diesel engine that can be connected to powered components.,An on/off signal controls engine startup and throttle signal controls energy output.
Pitchable Propeller,propeller_pitch.xml,Propulsion,"boat,basic",FALSE,FALSE,FALSE,300,40,11,11,3,A boat propeller with controllable pitch.,"A standard number input controls the propeller's hub, allowing you to affect its pitch. Power received from an engine affects forward and backward force generated. This propeller will only operate underwater."
Rotor (Large),rotor_coaxial_large.xml,Propulsion,"rotor,helicopter,basic",FALSE,FALSE,FALSE,1050,20,53,53,2,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Rotor (Light),rotor_coaxial_light.xml,Propulsion,"rotor,helicopter,basic",FALSE,FALSE,FALSE,150,4,9,9,1,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Rotor (Small),rotor_coaxial_small.xml,Propulsion,"rotor,helicopter,basic",FALSE,FALSE,FALSE,250,10,27,27,2,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Rotor (Tail),tail_rotor.xml,Propulsion,"helicopter,basic",FALSE,FALSE,FALSE,100,4,11,11,2,A basic helicopter tail rotor.,A standard number input allows you to control how much force the rotor generates.
Rotor End (Light),rotor_coaxial_light_end.xml,Propulsion,"rotor,helicopter,basic",FALSE,FALSE,FALSE,150,4,9,9,1,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Rotor Propeller (Large),rotor_coaxial_prop.xml,Propulsion,"rotor,helicopter,basic",FALSE,FALSE,FALSE,1850,30,31,31,2,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Rotor Propeller (Small),rotor_coaxial_prop_small.xml,Propulsion,"rotor,helicopter,basic",FALSE,FALSE,FALSE,850,20,21,21,2,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Rotor Propeller End (Large),rotor_coaxial_prop_end.xml,Propulsion,"rotor,helicopter,basic",FALSE,FALSE,FALSE,1850,30,31,31,3,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Rotor Propeller End (Small),rotor_coaxial_prop_small_end.xml,Propulsion,"rotor,helicopter,basic",FALSE,FALSE,FALSE,850,20,21,21,3,A helicopter rotor with controllable pitch and roll.,"Two standard number inputs control the rotor's swashplate, allowing you to affect its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater."
Small Ducted Fan,fan_small.xml,Propulsion,"rotor,aeroplane,airplane,helicopter,basic",FALSE,FALSE,FALSE,50,6,5,5,1,A small ducted fan used for propulsion.,The amount of force generated by the fan is directly linked to how much torque it receives from a connected engine.
Small Electric Motor,motor_small.xml,Propulsion,basic,FALSE,FALSE,FALSE,450,5,1,1,1,A small electric motor.,Converts electrical energy into mechanical force.
Small Engine,engine.xml,Propulsion,basic,FALSE,FALSE,FALSE,400,30,3,3,3,Small diesel engine that can be connected to powered components.,An on/off signal controls engine startup and throttle signal controls energy output.
Small Pitchable Propeller,propeller_pitch_small.xml,Propulsion,"boat,basic",FALSE,FALSE,FALSE,75,10,3,3,1,A small boat propeller with controllable pitch.,"A standard number input controls the propeller's hub, allowing you to affect its pitch. Power received from an engine affects forward and backward force generated. This propeller will only operate underwater."
Small Propeller,propeller.xml,Propulsion,"boat,basic",FALSE,FALSE,FALSE,75,3,1,1,3,A small boat propeller.,Power received from an engine affects the forward and backward force generated. This propeller will only operate underwater.
Solid Rocket Booster (Huge),solid_rocket_nozzle_huge.xml,Propulsion,,FALSE,FALSE,FALSE,2000,50,7,7,4,A huge single-use solid rocket booster.,"Additional fuel can be stacked on top of the booster to increase its burn duration. The burn rate can be set in the component's properties, with slower burn rates producing less thrust."
Solid Rocket Booster (Large),solid_rocket_nozzle_large.xml,Propulsion,,FALSE,FALSE,FALSE,800,30,5,5,4,A large single-use solid rocket booster.,"Additional fuel can be stacked on top of the booster to increase its burn duration. The burn rate can be set in the component's properties, with slower burn rates producing less thrust."
Solid Rocket Booster (Medium),solid_rocket_nozzle_medium.xml,Propulsion,,FALSE,FALSE,FALSE,300,20,3,3,4,A medium single-use solid rocket booster.,"Additional fuel can be stacked on top of the booster to increase its burn duration. The burn rate can be set in the component's properties, with slower burn rates producing less thrust."
Solid Rocket Booster (Small),solid_rocket_nozzle_small.xml,Propulsion,,FALSE,FALSE,FALSE,100,5,1,1,1,A small single-use solid rocket booster.,"Additional fuel can be stacked on top of the booster to increase its burn duration. The burn rate can be set in the component's properties, with slower burn rates producing less thrust."
Solid Rocket Fuel (Huge),solid_rocket_huge.xml,Propulsion,,FALSE,FALSE,FALSE,500,50,7,7,3,A huge solid rocket fuel segment.,Fuel can be stacked to increase the burn duration of a rocket booster.
Solid Rocket Fuel (Huge) (Fins),solid_rocket_huge_fins.xml,Propulsion,"control,missile",FALSE,FALSE,FALSE,1000,50,7,7,3,A huge solid rocket fuel segment with in-built controllable fins.,Fuel can be stacked to increase the burn duration of a rocket booster. Link up to the instruction output of a missile radar for automatic guidance.
Solid Rocket Fuel (Large),solid_rocket_large.xml,Propulsion,,FALSE,FALSE,FALSE,400,30,5,5,3,A large solid rocket fuel segment.,Fuel can be stacked to increase the burn duration of a rocket booster.
Solid Rocket Fuel (Large) (Fins),solid_rocket_large_fins.xml,Propulsion,"control,missile",FALSE,FALSE,FALSE,800,30,5,5,3,A large solid rocket fuel segment with in-built controllable fins.,Fuel can be stacked to increase the burn duration of a rocket booster. Link up to the instruction output of a missile radar for automatic guidance.
Solid Rocket Fuel (Medium),solid_rocket_medium.xml,Propulsion,,FALSE,FALSE,FALSE,200,20,3,3,3,A medium solid rocket fuel segment.,Fuel can be stacked to increase the burn duration of a rocket booster.
Solid Rocket Fuel (Medium) (Fins),solid_rocket_medium_fins.xml,Propulsion,"control,missile",FALSE,FALSE,FALSE,400,20,3,3,3,A medium solid rocket fuel segment with in-built controllable fins.,Fuel can be stacked to increase the burn duration of a rocket booster. Link up to the instruction output of a missile radar for automatic guidance.
Solid Rocket Fuel (Small),solid_rocket_small.xml,Propulsion,,FALSE,FALSE,FALSE,100,5,1,1,1,A small solid rocket fuel segment.,Fuel can be stacked to increase the burn duration of a rocket booster.
Solid Rocket Fuel (Small) (Fins),solid_rocket_small_fins.xml,Propulsion,"control,missile",FALSE,FALSE,FALSE,200,5,1,1,1,A small solid rocket fuel segment with in-built controllable fins.,Fuel can be stacked to increase the burn duration of a rocket booster. Link up to the instruction output of a missile radar for automatic guidance.
Torque Crank,torque_crank.xml,Propulsion,manual,FALSE,FALSE,FALSE,25,4,1,1,2,A hand crank to produce mechanical power.,"Holding [q]/[e] turns the crank, generating a small amount of mechanical power."
Torque Meter,torque_meter.xml,Propulsion,,FALSE,FALSE,FALSE,25,4,1,1,2,A sensor for reading torque and rotations per second.,Measures the torque and rotations per second in the connected power network.
Train Wheel Assembly Classic,train_wheels.xml,Propulsion,basic,FALSE,FALSE,FALSE,100,400,13,11,5,Train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly Flanged A,train_wheels_dynamic_flanged.xml,Propulsion,,FALSE,FALSE,FALSE,50,200,3,9,4,Unpowered train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly Flanged B,train_wheels_dynamic_flanged_b.xml,Propulsion,,FALSE,FALSE,FALSE,50,200,3,9,4,Unpowered train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly Flanged C,train_wheels_dynamic_flanged_c.xml,Propulsion,,FALSE,FALSE,FALSE,50,200,3,9,4,Unpowered train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly Flanged D,train_wheels_dynamic_flanged_d.xml,Propulsion,,FALSE,FALSE,FALSE,50,200,3,9,4,Unpowered train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly Medium,train_wheels_dynamic_steam_basic_mid.xml,Propulsion,,FALSE,FALSE,FALSE,50,200,5,9,4,Train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly Small,train_wheels_dynamic_steam_small_basic.xml,Propulsion,,FALSE,FALSE,FALSE,50,200,3,9,4,Train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly Steam Large A,train_wheels_dynamic_steam_large.xml,Propulsion,steam,FALSE,FALSE,FALSE,100,400,9,9,5,Steam powered train wheel assembly.,Attaches to rail lines. Connect to a train wheel drive piston or another steam train assembly.
Train Wheel Assembly Steam Large B,train_wheels_dynamic_steam_large_b.xml,Propulsion,steam,FALSE,FALSE,FALSE,100,400,9,9,5,Steam powered train wheel assembly.,Attaches to rail lines. Connect to a train wheel drive piston or another steam train assembly.
Train Wheel Assembly Steam Medium A,train_wheels_dynamic_steam_mid.xml,Propulsion,steam,FALSE,FALSE,FALSE,50,200,5,9,4,Steam powered train wheel assembly.,Attaches to rail lines. Connect to a train wheel drive piston or another steam train assembly.
Train Wheel Assembly Steam Medium B,train_wheels_dynamic_steam_mid_b.xml,Propulsion,steam,FALSE,FALSE,FALSE,50,200,5,9,4,Steam powered train wheel assembly.,Attaches to rail lines. Connect to a train wheel drive piston or another steam train assembly.
Train Wheel Assembly Steam Small A,train_wheels_dynamic_steam_small.xml,Propulsion,steam,FALSE,FALSE,FALSE,50,200,3,9,4,Steam powered train wheel assembly.,Attaches to rail lines. Connect to a train wheel drive piston or another steam train assembly.
Train Wheel Assembly Steam Small B,train_wheels_dynamic_steam_small_b.xml,Propulsion,steam,FALSE,FALSE,FALSE,50,200,3,9,4,Steam powered train wheel assembly.,Attaches to rail lines. Connect to a train wheel drive piston or another steam train assembly.
Train Wheel Assembly x1,train_wheels_dynamic_x1.xml,Propulsion,,FALSE,FALSE,FALSE,50,200,5,9,4,Train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly x1 Small,train_wheels_dynamic_x1_small.xml,Propulsion,,FALSE,FALSE,FALSE,50,200,5,9,4,Train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly x2,train_wheels_dynamic_x2.xml,Propulsion,,FALSE,FALSE,FALSE,100,350,13,9,4,Train wheel assembly.,Attaches to rail lines.
Train Wheel Assembly x3,train_wheels_dynamic_x3.xml,Propulsion,,FALSE,FALSE,FALSE,150,450,21,11,4,Train wheel assembly.,Attaches to rail lines.
Train Wheel Drive Piston Large,train_wheels_piston_large.xml,Propulsion,steam,FALSE,FALSE,FALSE,600,600,5,11,3,Steam powered train piston assembly.,Attach to the front of a group of train-wheel assemblies to generate torque for them via mechanical steam power. Activate the reverser to flip the internal valves and the direction of travel.
Train Wheel Drive Piston Medium,train_wheels_piston_mid.xml,Propulsion,steam,FALSE,FALSE,FALSE,400,400,5,11,2,Steam powered train piston assembly.,Attach to the front of a group of train-wheel assemblies to generate torque for them via mechanical steam power. Activate the reverser to flip the internal valves and the direction of travel.
Train Wheel Drive Piston Small,train_wheels_piston.xml,Propulsion,steam,FALSE,FALSE,FALSE,300,300,3,11,2,Steam powered train piston assembly.,Attach to the front of a group of train-wheel assemblies to generate torque for them via mechanical steam power. Activate the reverser to flip the internal valves and the direction of travel.
Turbine Engine,turbine.xml,Propulsion,basic,FALSE,TRUE,FALSE,150,45,3,7,3,Turbine engine that can be connected to powered components.,An on/off signal controls engine startup. The throttle input takes a standard value between -1 and 1 and controls the forward and backward force of connected components. The engine's maximum power output is split between connected components.
Barometer,barometer.xml,Specialist Equipment,,FALSE,FALSE,FALSE,20,1,1,1,2,Measures the current air pressure.,Returns the pressure in atmospheres of the compartment or current altitude.
Bed,seat_bed.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,250,20,3,7,4,A bed.,You can get in and out of the bed by interacting with it using [f]. You can place a rescued survivor in any bed by using [f] while carrying them.
Camera Gimbal,camera_gimbal.xml,Specialist Equipment,,FALSE,FALSE,FALSE,5000,50,3,3,3,A gimbal camera with video output feed.,"Has an infrared mode as well as pivot controls, a variable field of view."
Camera Medium,camera_med.xml,Specialist Equipment,,FALSE,FALSE,FALSE,3000,10,1,1,2,A camera with video output feed.,Has infrared mode as well as variable field of view. Can be pivoted up to 0.125 turns using composite input.
Camera Small,camera_small.xml,Specialist Equipment,,FALSE,FALSE,FALSE,1000,5,1,1,1,A camera with video output feed.,Can be pivoted up to 0.125 turns using composite input.
Camera Stabilized,camera_gimbal_laser.xml,Specialist Equipment,"laser,lazer",FALSE,FALSE,FALSE,50000,60,3,3,3,A stabilized gimbal camera with video output feed.,"Has an infrared mode, variable field of view, stabilized and tracking modes."
Electrical Cable Anchor,rope_hook_composite.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,15,1,1,1,2,An anchor point for a basic data/electric cable.,Draw a rope logic link between two Electrical Cable Anchors to form a cable. Limited to only one link but can transfer Data and Electric across the link.
Equipment inventory (Binoculars),inventory_equipment_binoculars.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a pair of binoculars.,Hold [lmb] to zoom in on faraway objects.
Equipment inventory (C4 Detonator),inventory_equipment_c4_detonator.xml,Specialist Equipment,"weapon,explosive",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a C-4 remote detonator.,Press [lmb] to detonate armed C-4 explosives.
Equipment inventory (C4 Explosive),inventory_equipment_c4.xml,Specialist Equipment,"weapon,explosive",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing C-4 plastic explosive.,Press [lmb] to arm and plant the C-4 explosive on a nearby surface.
Equipment inventory (Cable),inventory_equipment_cable.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing 20m of electrical cable.,Press [lmb] to attach the cable to an unoccupied electrical cable anchor. Interacting with [q]/[e] on an occupied electical cable anchor will retrieve the cable if the player has inventory space to hold it.
Equipment inventory (Compass),inventory_equipment_compass.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a compass.,"When held, the red needle of the compass will point northwards. The compass also displays a bearing on the equipment hotbar UI."
Equipment inventory (Defibrillator),inventory_equipment_defibrillator.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing a defibrillator.,"Press [lmb] on an incapacitated survivor to revive them. Requires electric charge to function, and will recharge when placed into a powered large equipment storage unit."
Equipment inventory (Dog Whistle),inventory_equipment_dog_whistle.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a dog whistle.,Hold [lmb] to sound the whistle. Nearby dogs will respond to certain whistle patterns. 1 long burst = Wait. 2 short bursts = Follow.
Equipment inventory (Fire Extinguisher),inventory_equipment_fire_extinguisher.xml,Specialist Equipment,"basic,mission",FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing a fire extinguisher.,Hold [lmb] to spray a stream of water capable of extinguishing fires. This equipment has a limited water capacity and cannot be refilled.
Equipment inventory (First Aid Kit),inventory_equipment_first_aid.xml,Specialist Equipment,"basic,mission",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a first aid kit.,"Press [lmb] to heal yourself, or heal a survivor highlighted by your crosshair."
Equipment inventory (Fishing Rod),inventory_equipment_fishing_rod.xml,Specialist Equipment,"basic,fishing",FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing a fishing rod.,Hold and release [lmb] to load and cast the fishing line. Hold [lmb] to reel in the fishing line. Press [r] before casting to cycle the sink depth of the hook.
Equipment inventory (Flare),inventory_equipment_flare.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing flares.,Press [lmb] to throw a red smoke flare which burns for a long time.
Equipment inventory (Flaregun Ammo),inventory_equipment_flaregun_ammo.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a box flaregun ammo.,Press [lmb] to reload an equipped flaregun.
Equipment inventory (Flaregun),inventory_equipment_flaregun.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a flaregun preloaded with 1 flaregun round.,"Press [lmb] to fire a red illumination flare that burns for a short time, and [r] to reload."
Equipment inventory (Flashlight),inventory_equipment_flashlight.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a flashlight.,"Press [lmb] to toggle the flashlight on or off. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit."
Equipment inventory (Glowstick),inventory_equipment_glowstick.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing glowsticks.,Press [lmb] to throw a glowstick which emits light for an extended time. The editor paint tool can be used to set the glowstick hue.
Equipment Inventory (Hand Grenade),inventory_equipment_grenade.xml,Specialist Equipment,"weapon,explosive",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a hand grenade.,"Press [lmb] to throw a hand grenade, which will detonate after a short delay."
Equipment inventory (Hose),inventory_equipment_hose.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing 20m of fluid hosing.,"Press [lmb] to attach the hose to an unoccupied fluid hose anchor. Interacting with [q]/[e] on an occupied fluid hose anchor will retrieve the hose if the player has inventory space to hold it. If the hose contains water, press [r] to toggle open the hose valve and allow the water to flow freely."
Equipment inventory (Night Vision Binoculars),inventory_equipment_night_vision_binoculars.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a pair of night vision binoculars.,"Hold [lmb] to zoom in on faraway objects. The night vision effect provides improved visibility in low light conditions, but hinders visibility in daylight. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit."
Equipment inventory (Oxygen Mask),inventory_equipment_oxygen_mask.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing an oxygen mask.,"Press [lmb] to recover your breath while underwater. This equipment has a limited air capacity, and will refill when placed into a powered small equipment storage unit."
Equipment Inventory (Pistol Ammo),inventory_equipment_pistol_ammo.xml,Specialist Equipment,"weapon,firearm,gun",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a pistol ammo magazine.,Press [lmb] to reload an equipped pistol.
Equipment inventory (Pistol),inventory_equipment_pistol.xml,Specialist Equipment,"weapon,firearm,gun",FALSE,FALSE,FALSE,200,1,1,1,1,A small equipment storage unit containing a pistol.,"Press [lmb] to fire, and [r] to reload. The pistol is compact enough for a belt holster, and can be accurate when recoil is carefully managed."
Equipment inventory (Radiation Detector),inventory_equipment_geiger_counter.xml,Specialist Equipment,"geiger,radiation",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a radiation detector.,"Press [lmb] to toggle radiation detection on or off. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit."
Equipment inventory (Radio Signal Locator),inventory_equipment_radio_signal_locator.xml,Specialist Equipment,mission,FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing a handheld transponder locator.,"Press [lmb] to toggle the locator on or off. When active, the locator produces audible beeps that increase in frequency as the player nears an active transponder. The handheld locator has a shorter detection range than the vehicle mounted locator, but can narrow down the target location to a smaller area. Requires electric charge to function, and will recharge when placed into a powered large equipment storage unit."
Equipment inventory (Radio),inventory_equipment_radio.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a handheld radio.,"Hold [lmb] transmit voice audio. Press [r] to cycle between frequencies 0~8, or turn the radio off. When a frequncy is selected, the radio will transmit and receive voice audio on that frequency only. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. (Max Effective Range : 500m)"
Equipment inventory (Remote Control Unit),inventory_equipment_remote_control.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a remote control unit.,"Press [lmb] to toggle the remote control on or off. Press [r] to cycle between frequencies 0~8. When active, the remote control uses the basic vehicle pilot seat input bindings and transmits them as composite radio data on the selected frequency. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. (Max Effective Range : 500m)"
Equipment inventory (Rifle Ammo),inventory_equipment_rifle_ammo.xml,Specialist Equipment,"weapon,firearm,gun",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a rifle ammo magazine.,Press [lmb] to reload an equipped rifle.
Equipment inventory (Rifle),inventory_equipment_rifle.xml,Specialist Equipment,"weapon,firearm,gun",FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing a rifle.,"Press [lmb] to fire, and [r] to reload. The rifle fires accurate and powerful shots for long-range engagements."
Equipment inventory (Rope),inventory_equipment_rope.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing 20m of rope.,Press [lmb] to attach the rope to any rope anchor. Interacting with [q]/[e] on an occupied rope anchor will retrieve the rope if the player has inventory space to hold it.
Equipment inventory (SMG Ammo),inventory_equipment_smg_ammo.xml,Specialist Equipment,"weapon,firearm,gun",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a submachine gun ammo magazine.,Press [lmb] to reload an equipped submachine gun.
Equipment inventory (SMG),inventory_equipment_smg.xml,Specialist Equipment,"weapon,firearm,gun",FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing a submachine gun.,"Press [lmb] to fire, and [r] to reload. The SMG has a high rate of fire and magazine capacity."
Equipment inventory (Speargun Ammo),inventory_equipment_speargun_ammo.xml,Specialist Equipment,"weapon,firearm,gun",FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a box of speargun ammo.,Press [lmb] to reload an equipped speargun.
Equipment inventory (Speargun),inventory_equipment_speargun.xml,Specialist Equipment,"weapon,firearm,gun",FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing a speargun.,"Press [lmb] to fire, and [r] to reload. The speargun can be fired underwater and spears travel through the water more effectively than bullets."
Equipment inventory (Strobe Light),inventory_equipment_strobe_light.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a strobe light.,"Press [lmb] to toggle the strobe light on or off. Press [r] to toggle MOB (man overboard) mode, which will automatically turn the strobe light on if the player is submerged in water. The strobe light will continue to function when unequipped or discarded. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit."
"Equipment inventory (Strobe Light, Infrared)",inventory_equipment_strobe_light_infrared.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing an infrared strobe light.,"Press [lmb] to toggle the strobe light on or off. Press [r] to toggle MOB (man overboard) mode, which will automatically turn the strobe light on if the player is submerged in water. The strobe light will continue to function when unequipped or discarded. The infrared strobe light flashes are only visible to infrared cameras. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit."
